"Lewy kontekst","Rezultat","Prawy kontekst","Interpretacja","Nazwa własna","Relacja zależnościowa","Lemat nadrzędnika","Izba","Typ","Autor","Mówca","Przynależność mówcy","Rola mówcy","Płeć mówcy","Komisja","Data","Timestamp","Rok","Ustrój","Numer kadencji","Etykieta","Tytuł","Sesja","Dzień","Numer","Część"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14493-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14493 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Arabskiej Republice Egiptu","","","14493","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14564-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14564 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Republice Azerbejdżanu","","","14564","2"
" w propozycji Komisji Europejskiej pominięto istotne działania związane ze wspieraniem"," digitalizacji"," dóbr kultury, rozwoju infrastruktury kultury oraz infrastruktury szkolnictwa artystycznego","[digitalizacja:subst:sg:gen:f]","_","conjunct","oraz","Sejm","Odpowiedź na interpelację","Piotr Żuchowski - sekretarz stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-07472-02","Odpowiedź sekretarza stanu w Ministerstwie Kultury i Dziedzictwa Narodowego - z upoważnienia ministra - na interpelację nr 7472 w sprawie niskiego poziomu finansowania sztuki i kultury w nowej perspektywie budżetowania UE na lata 2014-2020","","","7472","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14522-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14522 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Republice Łotewskiej","","","14522","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14565-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14565 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Republice Białoruś","","","14565","2"
" było przyjęcie przez Ministerstwo kultury i Dziedzictwa Narodowego „Programu"," digitalizacji"," dóbr kultury oraz gromadzenia, przechowywania i udostępniania obiektów cyfrowych","[digitalizacja:subst:sg:gen:f]","_","comp","program","Sejm","Odpowiedź na interpelację","Małgorzata Omilanowska - minister kultury i dziedzictwa narodowego","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-31714-02","Odpowiedź na interpelację nr 31714 w sprawie wieloletniego zamrożenia funduszu płac w muzeach Odpowiadający: minister kultury i dziedzictwa narodowego Małgorzata Omilanowska Warszawa, 09-04-2015","","","31714","2"
" i zlecenia Narodowemu Archiwum Cyfrowemu funkcji Centrum Kompetencji w zakresie"," digitalizacji"," zasobów archiwalnych. Wspomniany program przewidywał powierzenie czterem podmiotom podległym","[digitalizacja:subst:sg:gen:f]","_","comp","zakres","Sejm","Odpowiedź na interpelację","Małgorzata Omilanowska - minister kultury i dziedzictwa narodowego","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-31714-02","Odpowiedź na interpelację nr 31714 w sprawie wieloletniego zamrożenia funduszu płac w muzeach Odpowiadający: minister kultury i dziedzictwa narodowego Małgorzata Omilanowska Warszawa, 09-04-2015","","","31714","2"
" z realizacją Programu Wieloletniego Kultura +, Priorytet – „","Digitalizacja","”. Ad. 3) W nawiązaniu do pytania","[digitalizacja:subst:sg:nom:f]","_","conjunct","–","Sejm","Odpowiedź na interpelację","Małgorzata Omilanowska - minister kultury i dziedzictwa narodowego","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-31714-02","Odpowiedź na interpelację nr 31714 w sprawie wieloletniego zamrożenia funduszu płac w muzeach Odpowiadający: minister kultury i dziedzictwa narodowego Małgorzata Omilanowska Warszawa, 09-04-2015","","","31714","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14521-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14521 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Republice Litewskiej","","","14521","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14580-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14580 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Republice Armenii","","","14580","2"
" pierwszego spotkania dyskusji poddane zostały zagadnienia dotyczące: a)"," digitalizacji"," dokumentacji już wytworzonej, dokumentacji wytworzonej w formie elektronicznej,","[digitalizacja:subst:sg:gen:f]","_","root",",","Sejm","Odpowiedź na interpelację","Mariusz Haładyj - podsekretarz stanu w Ministerstwie Gospodarki","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-22763-02","Odpowiedź podsekretarza stanu w Ministerstwie Gospodarki - z upoważnienia ministra - na interpelację nr 22763 w sprawie prac powołanego zespołu roboczego do przechowywania dokumentacji pracowniczej","","","22763","2"
" a także wskazania dokumentów, które będą mogły być poddane"," digitalizacji"," bez konieczności udziału notariusza. Ponadto uprzejmie informuję, że","[digitalizacja:subst:sg:dat:f]","_","obj_th","poddać","Sejm","Odpowiedź na interpelację","Mariusz Haładyj - podsekretarz stanu w Ministerstwie Gospodarki","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-22763-02","Odpowiedź podsekretarza stanu w Ministerstwie Gospodarki - z upoważnienia ministra - na interpelację nr 22763 w sprawie prac powołanego zespołu roboczego do przechowywania dokumentacji pracowniczej","","","22763","2"
" systemów informatycznych, m.in. takie jak: a)"," digitalizacja"," dokumentacji już wytworzonej, b) przechowywanie dokumentacji wytworzonej w","[digitalizacja:subst:sg:nom:f]","_","root",",","Sejm","Odpowiedź na interpelację","Mariusz Haładyj - podsekretarz stanu w Ministerstwie Gospodarki","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-22763-02","Odpowiedź podsekretarza stanu w Ministerstwie Gospodarki - z upoważnienia ministra - na interpelację nr 22763 w sprawie prac powołanego zespołu roboczego do przechowywania dokumentacji pracowniczej","","","22763","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14552-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14552 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Królestwie Belgii","","","14552","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14495-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14495 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Chińskiej Republice Ludowej","","","14495","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14560-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14560 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Republice Kenii","","","14560","2"
" usługi cyfrowe (edukacja cyfrowa, rozwijanie elektronicznej administracji,"," digitalizacja"," i udostępnianie zasobów, wsparcie sektora mediów elektronicznych, wdrożenie","[digitalizacja:subst:sg:nom:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Małgorzata Olszewska - podsekretarz stanu w Ministerstwie Administracji i Cyfryzacji","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-07935-02","Odpowiedź podsekretarza stanu w Ministerstwie Administracji i Cyfryzacji na interpelację nr 7935 w sprawie budowy infrastruktury Internetu szerokopasmowego","","","7935","2"
" powrót potwierdzeń doręczenia, oszczędności wydatków związanych z doręczeniami oraz"," digitalizacja"," tzw. „zwrotek”. Przeciętny czas obiegu informacji","[digitalizacja:subst:sg:nom:f]","_","conjunct","oraz","Sejm","Odpowiedź na interpelację","Jerzy Kozdroń - sekretarz stanu w Ministerstwie Sprawiedliwości","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-33260-02","Odpowiedź na interpelację nr 33260 w sprawie bilansu zamknięcia działań Ministerstwa Sprawiedliwości Odpowiadający: sekretarz stanu w Ministerstwie Sprawiedliwości Jerzy Kozdroń Warszawa, 22-07-2015","","","33260","2"
" płatność za wniosek, wydawanie e-dokumentów z akt spraw,"," digitalizacja"," akt sądowych czy wnoszenie e-skarg na czynności komornika. Uzyskamy","[digitalizacja:subst:sg:nom:f]","_","conjunct","czy","Sejm","Odpowiedź na interpelację","Jerzy Kozdroń - sekretarz stanu w Ministerstwie Sprawiedliwości","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-33260-02","Odpowiedź na interpelację nr 33260 w sprawie bilansu zamknięcia działań Ministerstwa Sprawiedliwości Odpowiadający: sekretarz stanu w Ministerstwie Sprawiedliwości Jerzy Kozdroń Warszawa, 22-07-2015","","","33260","2"
" cyfrowego (w miejsce papierowego) w postępowaniach sądowych,"," digitalizację"," akt spraw, a przede wszystkim umożliwienie składania dokumentów procesowych","[digitalizacja:subst:sg:acc:f]","_","conjunct","a","Sejm","Odpowiedź na interpelację","Jerzy Kozdroń - sekretarz stanu w Ministerstwie Sprawiedliwości","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-33260-02","Odpowiedź na interpelację nr 33260 w sprawie bilansu zamknięcia działań Ministerstwa Sprawiedliwości Odpowiadający: sekretarz stanu w Ministerstwie Sprawiedliwości Jerzy Kozdroń Warszawa, 22-07-2015","","","33260","2"
" usługi cyfrowe (edukacja cyfrowa, rozwijanie elektronicznej administracji,"," digitalizacja"," i udostępnianie zasobów, wsparcie sektora mediów elektronicznych, wdrożenie","[digitalizacja:subst:sg:nom:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Małgorzata Olszewska - podsekretarz stanu w Ministerstwie Administracji i Cyfryzacji","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-07979-02","Odpowiedź podsekretarza stanu w Ministerstwie Administracji i Cyfryzacji - z upoważnienia prezesa Rady Ministrów - na interpelację nr 7979 w sprawie krytycznej oceny NIK dotyczącej organów administracji publicznej w zakresie zapewnienia dostępu do sieci i usług telekomunikacyjnych","","","7979","2"
" i związanych z inwestycjami infrastrukturalnymi, zmianą systemu edukacji,"," digitalizacją"," zasobów kultury oraz publicznym finansowaniem badań. (..","[digitalizacja:subst:sg:inst:f]","_","conjunct","oraz","Sejm","Odpowiedź na interpelację","Igor Ostrowski - podsekretarz stanu w Ministerstwie Administracji i Cyfryzacji","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-01374-03","Odpowiedź podsekretarza stanu w Ministerstwie Administracji i Cyfryzacji - z upoważnienia prezesa Rady Ministrów - na interpelację nr 1374 w sprawie zagrożeń dla wolności słowa, pluralizmu politycznego oraz podstawowych zasad demokracji wynikających z zamiaru podpisania przez polski rząd umowy międzynarodowej ACTA","","","1374","3"
" w tym: rozwój e-administracji i systemu e-PUAP,"," digitalizacja"," zbiorów dziedzictwa, cyfryzacja telewizji czy wreszcie otwieranie zasobów publicznych","[digitalizacja:subst:sg:nom:f]","_","conjunct","czy","Sejm","Odpowiedź na interpelację","Igor Ostrowski - podsekretarz stanu w Ministerstwie Administracji i Cyfryzacji","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-01374-03","Odpowiedź podsekretarza stanu w Ministerstwie Administracji i Cyfryzacji - z upoważnienia prezesa Rady Ministrów - na interpelację nr 1374 w sprawie zagrożeń dla wolności słowa, pluralizmu politycznego oraz podstawowych zasad demokracji wynikających z zamiaru podpisania przez polski rząd umowy międzynarodowej ACTA","","","1374","3"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14558-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14558 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Związku Australijskim","","","14558","2"
" wspiera środowiska lokalne w dokumentacji i popularyzacji własnej historii poprzez"," digitalizację"," zbiorów i tworzenie stron internetowych. Ambasada wspiera nauczycieli języka","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Odpowiedź na interpelację","Janusz Cisek - podsekretarz stanu w Ministerstwie Spraw Zagranicznych","","_","_","_","","","","","III RP","7","201115-sjm-ioxxx-14548-02","Odpowiedź podsekretarza stanu w Ministerstwie Spraw Zagranicznych - z upoważnienia ministra - na interpelację nr 14548 w sprawie wywiązywania się ze swoich ustawowych obowiązków przez ambasadora RP w Nowej Zelandii","","","14548","2"
