"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"nieheteronormatywną",1,1.93263,1,0.54054
"gromadzonem",1,1.93263,1,0.54054
"cywilno-wojskowej",1,1.93263,1,0.54054
"wielopłaszczyznowy",1,1.93263,1,0.54054
"nieidentyczny",1,1.93263,1,0.54054
"wielostronicowy",1,1.93263,1,0.54054
"wielowiekowy",1,1.93263,1,0.54054
"nieinwazyjny",1,1.93263,1,0.54054
"grudziądzki",1,1.93263,1,0.54054
"urodzinowy",1,1.93263,1,0.54054
"urokliwy",1,1.93263,1,0.54054
"wieruszowskiego29",1,1.93263,1,0.54054
"wileński",1,1.93263,1,0.54054
"nieistotny",1,1.93263,1,0.54054
"czapigo",1,1.93263,1,0.54054
"wilk-woś",1,1.93263,1,0.54054
"ustawodawczy",1,1.93263,1,0.54054
"niejednoznaczny",1,1.93263,1,0.54054
"niejednolity",1,1.93263,1,0.54054
"win-owskich",1,1.93263,1,0.54054
"ustrojowo-gospodarczej",1,1.93263,1,0.54054
"wiodący",1,1.93263,1,0.54054
"grzewczy",1,1.93263,1,0.54054
"gryimi",1,1.93263,1,0.54054
"niekonsekwentny",1,1.93263,1,0.54054
"wiązały",1,1.93263,1,0.54054
"gwarancyjny",1,1.93263,1,0.54054
"czarno-białej",1,1.93263,1,0.54054
"bałkański",1,1.93263,1,0.54054
"bas",1,1.93263,1,0.54054
"niem.",1,1.93263,1,0.54054
"nieludzki",1,1.93263,1,0.54054
"nieletni",1,1.93263,1,0.54054
"wolontariacki",1,1.93263,1,0.54054
"wolnorynkowy",1,1.93263,1,0.54054
"ułomny",1,1.93263,1,0.54054
"world",1,1.93263,1,0.54054
"wołyński",1,1.93263,1,0.54054
"wolontarystyczne",1,1.93263,1,0.54054
"góreckiej-zielińskiej",1,1.93263,1,0.54054
"gwarny",1,1.93263,1,0.54054
"używane1",1,1.93263,1,0.54054
"wróbli",1,1.93263,1,0.54054
"vatowski",1,1.93263,1,0.54054
"wróżny",1,1.93263,1,0.54054
"nienaruszony",1,1.93263,1,0.54054
"nienaganny",1,1.93263,1,0.54054
"w.",1,1.93263,1,0.54054
"wspaniałomyślny",1,1.93263,1,0.54054
"wspomi",1,1.93263,1,0.54054
"nieobecny",1,1.93263,1,0.54054
"wspołczesnej",1,1.93263,1,0.54054
"wspomniana",1,1.93263,1,0.54054
"gółowych",1,1.93263,1,0.54054
"belgijski",1,1.93263,1,0.54054
"beatyfikacyjny",1,1.93263,1,0.54054
"warmińsko-mazurski",1,1.93263,1,0.54054
"warmińsko-mazurskiego",1,1.93263,1,0.54054
"warmińsko-mazurskim",1,1.93263,1,0.54054
"współczensym",1,1.93263,1,0.54054
"współautorskie",1,1.93263,1,0.54054
"wstrząsający",1,1.93263,1,0.54054
"wstecz",1,1.93263,1,0.54054
"nieodpowiedzialny",1,1.93263,1,0.54054
"wtajemniczony",1,1.93263,1,0.54054
"wulgarny",1,1.93263,1,0.54054
"głuchy",1,1.93263,1,0.54054
"czej",1,1.93263,1,0.54054
"bernardyński",1,1.93263,1,0.54054
"ww.",1,1.93263,1,0.54054
"www.opowiadaczehistorii.pl/statut/",1,1.93263,1,0.54054
"nieodżałowany",1,1.93263,1,0.54054
"www.umcs.lublin.pl/articles.php?aid=3213&mid=115&mref=14780_14789",1,1.93263,1,0.54054
"wybiórczy",1,1.93263,1,0.54054
"nieograny",1,1.93263,1,0.54054
"czerwcowy",1,1.93263,1,0.54054
"wejściowy",1,1.93263,1,0.54054
"wybranycm",1,1.93263,1,0.54054
"nieopisany",1,1.93263,1,0.54054
"nieopowiedziany",1,1.93263,1,0.54054
"nieopracowane",1,1.93263,1,0.54054
"habilitowany",1,1.93263,1,0.54054
"habilitacyjny",1,1.93263,1,0.54054
"beskidzki",1,1.93263,1,0.54054
"archiwalnej16",1,1.93263,1,0.54054
"archiwalnej12",1,1.93263,1,0.54054
"archiwalnego85",1,1.93263,1,0.54054
"wełniany",1,1.93263,1,0.54054
"wyczawski",1,1.93263,1,0.54054
"wyczerpany",1,1.93263,1,0.54054
"wycinkowy",1,1.93263,1,0.54054
"widokowy",1,1.93263,1,0.54054
"niepań23",1,1.93263,1,0.54054
"niepapierowy",1,1.93263,1,0.54054
"hajle",1,1.93263,1,0.54054
"wykluczyły",1,1.93263,1,0.54054
"niepańartykuły",1,1.93263,1,0.54054
"wykorzystywane",1,1.93263,1,0.54054
"wykorzenieni",1,1.93263,1,0.54054
"hapońskiej",1,1.93263,1,0.54054
"czoskówna",1,1.93263,1,0.54054
"wymagający",1,1.93263,1,0.54054
"wykładowy",1,1.93263,1,0.54054
"wypoczynkowo-rekreacyjnym",1,1.93263,1,0.54054
"wyodrębnionym",1,1.93263,1,0.54054
"wykończeniowy",1,1.93263,1,0.54054
"wyróżniającym",1,1.93263,1,0.54054
"wyrzyski",1,1.93263,1,0.54054
"niepokalany",1,1.93263,1,0.54054
"niepokojący",1,1.93263,1,0.54054
"hebrajsko-łacińskich",1,1.93263,1,0.54054
"hebrajski",1,1.93263,1,0.54054
"hazardowy",1,1.93263,1,0.54054
"bezbronny",1,1.93263,1,0.54054
"wielotomowy",1,1.93263,1,0.54054
"wyszukiwawczy",1,1.93263,1,0.54054
"wysublimo",1,1.93263,1,0.54054
"wytężony",1,1.93263,1,0.54054
"wytyczny",1,1.93263,1,0.54054
"nieporuszony",1,1.93263,1,0.54054
"wywołanych",1,1.93263,1,0.54054
"wyłonione",1,1.93263,1,0.54054
"wywiadowczy",1,1.93263,1,0.54054
"wyścigowy",1,1.93263,1,0.54054
"nieproduktywny",1,1.93263,1,0.54054
"heroiczny",1,1.93263,1,0.54054
"helsiński",1,1.93263,1,0.54054
"wzorowy",1,1.93263,1,0.54054
"nieproporcjonalny",1,1.93263,1,0.54054
"willowy",1,1.93263,1,0.54054
"winny",1,1.93263,1,0.54054
"nieprzeciętny",1,1.93263,1,0.54054
"herstorycznej",1,1.93263,1,0.54054
"herstorycznego",1,1.93263,1,0.54054
"wiosenny",1,1.93263,1,0.54054
"nieprzejednany",1,1.93263,1,0.54054
"nieprzejrzysty",1,1.93263,1,0.54054
"herstoryczny",1,1.93263,1,0.54054
"nieprzekonujący",1,1.93263,1,0.54054
"nieprzekraczalny",1,1.93263,1,0.54054
"herstorycznych",1,1.93263,1,0.54054
"czteropiętrowy",1,1.93263,1,0.54054
"czteroletni",1,1.93263,1,0.54054
"czterokołowy",1,1.93263,1,0.54054
"archiwalnej31",1,1.93263,1,0.54054
"właścicielski",1,1.93263,1,0.54054
"nieprzezroczysty",1,1.93263,1,0.54054
"nieprzepełniona",1,1.93263,1,0.54054
"wojtarowa",1,1.93263,1,0.54054
"nieprzeżyty",1,1.93263,1,0.54054
"heurystyczny",1,1.93263,1,0.54054
"heterogeniczny",1,1.93263,1,0.54054
"xiii-xviii",1,1.93263,1,0.54054
"xiv",1,1.93263,1,0.54054
"nieracjonalny",1,1.93263,1,0.54054
"xix-wiecznej",1,1.93263,1,0.54054
"nieregularny",1,1.93263,1,0.54054
"niereaktywny",1,1.93263,1,0.54054
"hipotetyczny",1,1.93263,1,0.54054
"czuły",1,1.93263,1,0.54054
"xv-xx",1,1.93263,1,0.54054
"nierozsądny",1,1.93263,1,0.54054
"ws",1,1.93263,1,0.54054
"xvii-xviii",1,1.93263,1,0.54054
"nierskiej",1,1.93263,1,0.54054
"historiograficzny",1,1.93263,1,0.54054
"xx-wiecznych",1,1.93263,1,0.54054
"xxii",1,1.93263,1,0.54054
"nierękopiśmienny",1,1.93263,1,0.54054
"niesformalizowane84",1,1.93263,1,0.54054
"nieskategoryzowana",1,1.93263,1,0.54054
"historycznej3",1,1.93263,1,0.54054
"historyczne2",1,1.93263,1,0.54054
"czworokątny",1,1.93263,1,0.54054
"czujny",1,1.93263,1,0.54054
"yuvnl",1,1.93263,1,0.54054
"nieskategoryzowane",1,1.93263,1,0.54054
"zachodnioeuropejski",1,1.93263,1,0.54054
"niespotykany",1,1.93263,1,0.54054
"historycznej32",1,1.93263,1,0.54054
"wstydliwy",1,1.93263,1,0.54054
"zadowalający",1,1.93263,1,0.54054
"zagawą",1,1.93263,1,0.54054
"niesprzedawalny",1,1.93263,1,0.54054
"niestacjonarny",1,1.93263,1,0.54054
"zagrzybione",1,1.93263,1,0.54054
"historyczno-edukacyjnych",1,1.93263,1,0.54054
"historyczno-archiwalny",1,1.93263,1,0.54054
"bezklasowy",1,1.93263,1,0.54054
"zaistnieć3",1,1.93263,1,0.54054
"nieszablonowy",1,1.93263,1,0.54054
"www.londonlives.org/",1,1.93263,1,0.54054
"www.opowiadaczehistorii.pl/wp-content/uploads/2015/04/kartki_z_",1,1.93263,1,0.54054
"nieszawski",1,1.93263,1,0.54054
"wxfmhzvsyâsudfxmćfh",1,1.93263,1,0.54054
"nieszczery",1,1.93263,1,0.54054
"historyczno-literacki",1,1.93263,1,0.54054
"historyczno-kulturalnego",1,1.93263,1,0.54054
"zakładasz",1,1.93263,1,0.54054
"zakładowych19",1,1.93263,1,0.54054
"zakupić2",1,1.93263,1,0.54054
"wych",1,1.93263,1,0.54054
"zalecanym",1,1.93263,1,0.54054
"wychowawczy",1,1.93263,1,0.54054
"wycieczkowy",1,1.93263,1,0.54054
"zalotyńska",1,1.93263,1,0.54054
"niesłyszany",1,1.93263,1,0.54054
"niesłychany",1,1.93263,1,0.54054
"bezkosztowych",1,1.93263,1,0.54054
"archiwalnej67",1,1.93263,1,0.54054
"archiwalnej61",1,1.93263,1,0.54054
"archiwalnej19",1,1.93263,1,0.54054
"akademią",1,1.93263,1,0.54054
"administracyjnego34",1,1.93263,1,0.54054
"zaniedbany",1,1.93263,1,0.54054
"zanonimizowano100",1,1.93263,1,0.54054
"nietuzinkowy",1,1.93263,1,0.54054
"wykonalny",1,1.93263,1,0.54054
"zantropologizowanych",1,1.93263,1,0.54054
"nieuchronny",1,1.93263,1,0.54054
"nietysięczny",1,1.93263,1,0.54054
"historyczno-patriotycznych",1,1.93263,1,0.54054
"zapleśniały",1,1.93263,1,0.54054
"zapisywana",1,1.93263,1,0.54054
"zaprasza",1,1.93263,1,0.54054
"nieufny",1,1.93263,1,0.54054
"nieudolny",1,1.93263,1,0.54054
"historyczno-politycznych",1,1.93263,1,0.54054
"historyczno-muzealne",1,1.93263,1,0.54054
"zarz_04_2000",1,1.93263,1,0.54054
"nieuporządkowany98",1,1.93263,1,0.54054
"nieumyślny",1,1.93263,1,0.54054
"zastane64",1,1.93263,1,0.54054
"historyczny47",1,1.93263,1,0.54054
"wyróżniony",1,1.93263,1,0.54054
"wyspiarski",1,1.93263,1,0.54054
"zastosowany",1,1.93263,1,0.54054
"zasygnalizowane11",1,1.93263,1,0.54054
"nieutylitarny",1,1.93263,1,0.54054
"zatorski",1,1.93263,1,0.54054
"historycznym19",1,1.93263,1,0.54054
"cząsteczkowy",1,1.93263,1,0.54054
"czywistego",1,1.93263,1,0.54054
"wytrwały",1,1.93263,1,0.54054
"zazwy",1,1.93263,1,0.54054
"wywiadowczo-sabotażowej",1,1.93263,1,0.54054
"zbolały",1,1.93263,1,0.54054
"niewolniczy",1,1.93263,1,0.54054
"hodowlany",1,1.93263,1,0.54054
"zbrodniczy",1,1.93263,1,0.54054
"zbyteczny",1,1.93263,1,0.54054
"zborny",1,1.93263,1,0.54054
"zbytny",1,1.93263,1,0.54054
"zbytni",1,1.93263,1,0.54054
"holenderski",1,1.93263,1,0.54054
"hobbystyczny",1,1.93263,1,0.54054
"niewymierny",1,1.93263,1,0.54054
"niewymagający",1,1.93263,1,0.54054
"zdawczo-odbiorczym",1,1.93263,1,0.54054
"niewątpliwy",1,1.93263,1,0.54054
"homoseksualny",1,1.93263,1,0.54054
"wątpliwy",1,1.93263,1,0.54054
"wędrująca",1,1.93263,1,0.54054
"węgielny",1,1.93263,1,0.54054
"zdolny",1,1.93263,1,0.54054
"zdobniczy",1,1.93263,1,0.54054
"niezadowalający",1,1.93263,1,0.54054
"zdrowy",1,1.93263,1,0.54054
"hostingowy",1,1.93263,1,0.54054
"częstochowskiej30",1,1.93263,1,0.54054
"częstochowskiej23",1,1.93263,1,0.54054
"cząstkowy",1,1.93263,1,0.54054
"bezkwasowej",1,1.93263,1,0.54054
"zespołu14",1,1.93263,1,0.54054
"zeskanowane",1,1.93263,1,0.54054
"zeszły",1,1.93263,1,0.54054
"zgiełkliwy",1,1.93263,1,0.54054
"niezamknięty",1,1.93263,1,0.54054
"niezamieszkany",1,1.93263,1,0.54054
"zgromadzone",1,1.93263,1,0.54054
"zgromawszystkim",1,1.93263,1,0.54054
"niezapomniany",1,1.93263,1,0.54054
"ziemiański",1,1.93263,1,0.54054
"niezawodowy",1,1.93263,1,0.54054
"niezauważalny",1,1.93263,1,0.54054
"niezapisany",1,1.93263,1,0.54054
"niezajęty",1,1.93263,1,0.54054
"xix-wieczną",1,1.93263,1,0.54054
"zintegrowanego",1,1.93263,1,0.54054
"niezbywalny",1,1.93263,1,0.54054
"zjawisk33",1,1.93263,1,0.54054
"zjawisk133",1,1.93263,1,0.54054
"hybrydowy",1,1.93263,1,0.54054
"zmilitaryzowanej",1,1.93263,1,0.54054
"zmienny",1,1.93263,1,0.54054
"nieznaczący",1,1.93263,1,0.54054
"nieznaczny",1,1.93263,1,0.54054
"d0",1,1.93263,1,0.54054
"bezkwasowym4",1,1.93263,1,0.54054
"bezkwasowym",1,1.93263,1,0.54054
"xxiv",1,1.93263,1,0.54054
"xxvi",1,1.93263,1,0.54054
"znalazłaby",1,1.93263,1,0.54054
"zaangażo",1,1.93263,1,0.54054
"zniecierpliwiony",1,1.93263,1,0.54054
"zofii",1,1.93263,1,0.54054
"niezobowiązujący",1,1.93263,1,0.54054
"niezniszczalny",1,1.93263,1,0.54054
"zorganizowany",1,1.93263,1,0.54054
"niezręczny",1,1.93263,1,0.54054
"niezrzeszony",1,1.93263,1,0.54054
"zręcznościowy",1,1.93263,1,0.54054
"ich",1,1.93263,1,0.54054
"dają",1,1.93263,1,0.54054
"dachowy",1,1.93263,1,0.54054
"zagrobelny",1,1.93263,1,0.54054
"niezłomny",1,1.93263,1,0.54054
"niezwłoczny",1,1.93263,1,0.54054
"nikacyjnych",1,1.93263,1,0.54054
"idennych",1,1.93263,1,0.54054
"zwyczajowego35",1,1.93263,1,0.54054
"zwyczajnych5",1,1.93263,1,0.54054
"zziębnięty",1,1.93263,1,0.54054
"nionym",1,1.93263,1,0.54054
"identyfikacyjny",1,1.93263,1,0.54054
"dalekosiężny",1,1.93263,1,0.54054
"bezkwasowymi",1,1.93263,1,0.54054
"archiwalno-historyczne",1,1.93263,1,0.54054
"archiwalnej74",1,1.93263,1,0.54054
"zakrzowieckiej",1,1.93263,1,0.54054
"àopxå",1,1.93263,1,0.54054
"niszczycielski",1,1.93263,1,0.54054
"å",1,1.93263,1,0.54054
"niszczący",1,1.93263,1,0.54054
"niskonakładowy",1,1.93263,1,0.54054
"nitrylowy",1,1.93263,1,0.54054
"ładny",1,1.93263,1,0.54054
"łamany",1,1.93263,1,0.54054
"non-profit31",1,1.93263,1,0.54054
"igołomski",1,1.93263,1,0.54054
"danych71",1,1.93263,1,0.54054
"zaobserwował47",1,1.93263,1,0.54054
"zapalny",1,1.93263,1,0.54054
"łamliwy",1,1.93263,1,0.54054
"zapomniane",1,1.93263,1,0.54054
"łowskiego",1,1.93263,1,0.54054
"łecznych",1,1.93263,1,0.54054
"notatki",1,1.93263,1,0.54054
"zaradny",1,1.93263,1,0.54054
"łuczniczy",1,1.93263,1,0.54054
"zarządu",1,1.93263,1,0.54054
"zarządu30",1,1.93263,1,0.54054
"łętowskich",1,1.93263,1,0.54054
"ślepy",1,1.93263,1,0.54054
"łęczycki",1,1.93263,1,0.54054
"notekstowa",1,1.93263,1,0.54054
"darowizna",1,1.93263,1,0.54054
"beznamiętny",1,1.93263,1,0.54054
"śmiały",1,1.93263,1,0.54054
"śląsko-morawskiej",1,1.93263,1,0.54054
"średniowieczny",1,1.93263,1,0.54054
"nowopozyskaną",1,1.93263,1,0.54054
"nowogrodzki",1,1.93263,1,0.54054
"środkowoeuropejski",1,1.93263,1,0.54054
"śródtkankowy",1,1.93263,1,0.54054
"środowisku49",1,1.93263,1,0.54054
"nowosądecki",1,1.93263,1,0.54054
"ilustrowana",1,1.93263,1,0.54054
"świerzowskiej",1,1.93263,1,0.54054
"świeży",1,1.93263,1,0.54054
"nr75",1,1.93263,1,0.54054
"nośny",1,1.93263,1,0.54054
"świętojański",1,1.93263,1,0.54054
"nuklearny",1,1.93263,1,0.54054
"żargonowy",1,1.93263,1,0.54054
"żartobliwy",1,1.93263,1,0.54054
"nużący",1,1.93263,1,0.54054
"in.",1,1.93263,1,0.54054
"decydującym55",1,1.93263,1,0.54054
"debiutancki",1,1.93263,1,0.54054
"beznadziejny",1,1.93263,1,0.54054
"żuławski",1,1.93263,1,0.54054
"żmudzki",1,1.93263,1,0.54054
"żebrowy",1,1.93263,1,0.54054
"żytni",1,1.93263,1,0.54054
"żyradzkiej",1,1.93263,1,0.54054
"żywieniowy",1,1.93263,1,0.54054
"żywały",1,1.93263,1,0.54054
"obfity",1,1.93263,1,0.54054
"inauguracyjny",1,1.93263,1,0.54054
"zdawkowy",1,1.93263,1,0.54054
"żyzny",1,1.93263,1,0.54054
"obiecujący",1,1.93263,1,0.54054
"μ",1,1.93263,1,0.54054
"żłobecka",1,1.93263,1,0.54054
"obiadowy",1,1.93263,1,0.54054
"zebrany",1,1.93263,1,0.54054
"их",1,1.93263,1,0.54054
"нескорених",1,1.93263,1,0.54054
"життя",1,1.93263,1,0.54054
"obojętny",1,1.93263,1,0.54054
"obopólny",1,1.93263,1,0.54054
"info",1,1.93263,1,0.54054
"infantylny",1,1.93263,1,0.54054
"ineteresujące",1,1.93263,1,0.54054
"dekanalny",1,1.93263,1,0.54054
"obowiązany",1,1.93263,1,0.54054
"obozowy",1,1.93263,1,0.54054
"informacji82",1,1.93263,1,0.54054
"obsceniczny",1,1.93263,1,0.54054
"obrzeżny",1,1.93263,1,0.54054
"informacyjno-informatycznym",1,1.93263,1,0.54054
"delficką39",1,1.93263,1,0.54054
"obserwowalny",1,1.93263,1,0.54054
"informatorów116",1,1.93263,1,0.54054
"obywateli7",1,1.93263,1,0.54054
"obwoźny",1,1.93263,1,0.54054
"obywatelskiej4",1,1.93263,1,0.54054
"inicjatyw21",1,1.93263,1,0.54054
"democracy",1,1.93263,1,0.54054
"bezpretensjonalny",1,1.93263,1,0.54054
"bezprecedensowy",1,1.93263,1,0.54054
"archiwalny28",1,1.93263,1,0.54054
"administracyjnego45",1,1.93263,1,0.54054
"octanocelulozowy",1,1.93263,1,0.54054
"octanocelulozowe",1,1.93263,1,0.54054
"ocalone",1,1.93263,1,0.54054
"oddalony",1,1.93263,1,0.54054
"odczytowo-dyskusyjnych",1,1.93263,1,0.54054
"oddany",1,1.93263,1,0.54054
"desktopowej",1,1.93263,1,0.54054
"oddzielone",1,1.93263,1,0.54054
"odeski",1,1.93263,1,0.54054
"instrumentalne38",1,1.93263,1,0.54054
"bezrefleksyjny",1,1.93263,1,0.54054
"archiwalny4",1,1.93263,1,0.54054
"odkryty",1,1.93263,1,0.54054
"instytucjonalnych3",1,1.93263,1,0.54054
"detaliczny",1,1.93263,1,0.54054
"zrealizowane",1,1.93263,1,0.54054
"zrealizowany",1,1.93263,1,0.54054
"odnośny",1,1.93263,1,0.54054
"odnalezionej",1,1.93263,1,0.54054
"odmowny",1,1.93263,1,0.54054
"bezsprzeczny",1,1.93263,1,0.54054
"zupełny",1,1.93263,1,0.54054
"odporny",1,1.93263,1,0.54054
"odosobniony",1,1.93263,1,0.54054
"inteligencki",1,1.93263,1,0.54054
"związane",1,1.93263,1,0.54054
"intencyjny",1,1.93263,1,0.54054
"dialektologiczny",1,1.93263,1,0.54054
"archiwalny50",1,1.93263,1,0.54054
"antoniego",1,1.93263,1,0.54054
"odwieczny",1,1.93263,1,0.54054
"odzyskany",1,1.93263,1,0.54054
"odwrotny",1,1.93263,1,0.54054
"odważny",1,1.93263,1,0.54054
"ząbkowicki",1,1.93263,1,0.54054
"oficerski",1,1.93263,1,0.54054
"odzyskanych",1,1.93263,1,0.54054
"oficjalnych22",1,1.93263,1,0.54054
"interdyskursywnych",1,1.93263,1,0.54054
"diecezjalne13",1,1.93263,1,0.54054
"ogólnoakademicki",1,1.93263,1,0.54054
"digitalizacyjnych",1,1.93263,1,0.54054
"internetowych17",1,1.93263,1,0.54054
"ósmy",1,1.93263,1,0.54054
"ogólnopaństwowy",1,1.93263,1,0.54054
"internetowym7",1,1.93263,1,0.54054
"digitalizacyjnymi",1,1.93263,1,0.54054
"beztroski",1,1.93263,1,0.54054
"bezstronny",1,1.93263,1,0.54054
"ogólnospołeczny",1,1.93263,1,0.54054
"internowany",1,1.93263,1,0.54054
"interpersonalnego135",1,1.93263,1,0.54054
"digitalizacyjną",1,1.93263,1,0.54054
"łamasz",1,1.93263,1,0.54054
"ohasłowane",1,1.93263,1,0.54054
"ojczysty",1,1.93263,1,0.54054
"ok",1,1.93263,1,0.54054
"interpretacji113",1,1.93263,1,0.54054
"diy",1,1.93263,1,0.54054
"bezwartościowy",1,1.93263,1,0.54054
"okazały",1,1.93263,1,0.54054
"okazjonalny",1,1.93263,1,0.54054
"ok.",1,1.93263,1,0.54054
"okołohistoryczne",1,1.93263,1,0.54054
"interpretatywnego",1,1.93263,1,0.54054
"interpretatywny",1,1.93263,1,0.54054
"dobitny",1,1.93263,1,0.54054
"dobiegly-konca-prace-inwentaryzacyjne-w-wojnickim-archiwum-parafialnym",1,1.93263,1,0.54054
"archiwalnych11",1,1.93263,1,0.54054
"archiwalny51",1,1.93263,1,0.54054
"akt38",1,1.93263,1,0.54054
"okrzepły",1,1.93263,1,0.54054
"interseksualny",1,1.93263,1,0.54054
"interpretatywnym",1,1.93263,1,0.54054
"śniadaniowy",1,1.93263,1,0.54054
"omawiane",1,1.93263,1,0.54054
"bezwolny",1,1.93263,1,0.54054
"średzki",1,1.93263,1,0.54054
"ontologiczny",1,1.93263,1,0.54054
"onlinowej",1,1.93263,1,0.54054
"opensoursowym",1,1.93263,1,0.54054
"open",1,1.93263,1,0.54054
"inwentarzowe15",1,1.93263,1,0.54054
"inwentarzowe12",1,1.93263,1,0.54054
"archiwalnych138",1,1.93263,1,0.54054
"operatorski",1,1.93263,1,0.54054
"opiekuńczy",1,1.93263,1,0.54054
"opiekuńczo-filantropijna",1,1.93263,1,0.54054
"inwestycyjny",1,1.93263,1,0.54054
"opiniotwórczy",1,1.93263,1,0.54054
"opinie",1,1.93263,1,0.54054
"świetlany",1,1.93263,1,0.54054
"opisane3",1,1.93263,1,0.54054
"inżynieryjny",1,1.93263,1,0.54054
"inżynierski",1,1.93263,1,0.54054
"biała",1,1.93263,1,0.54054
"opisy",1,1.93263,1,0.54054
"opisu7",1,1.93263,1,0.54054
"żarowski",1,1.93263,1,0.54054
"opo",1,1.93263,1,0.54054
"opisywane",1,1.93263,1,0.54054
"istotne3",1,1.93263,1,0.54054
"żałobny",1,1.93263,1,0.54054
"opowiedziane",1,1.93263,1,0.54054
"opowiadaczy",1,1.93263,1,0.54054
"biało-czerwonym",1,1.93263,1,0.54054
"archiwalnych26",1,1.93263,1,0.54054
"antyczny",1,1.93263,1,0.54054
"oprawny",1,1.93263,1,0.54054
"opracowane",1,1.93263,1,0.54054
"opportudego",1,1.93263,1,0.54054
"opresyjny",1,1.93263,1,0.54054
"opuszczony",1,1.93263,1,0.54054
"iwar15udmtq47nwt4kdcxk9gep143byp8i-6rvhjry",1,1.93263,1,0.54054
"iwano-frankowskiego",1,1.93263,1,0.54054
"dociekliwy",1,1.93263,1,0.54054
"organizacji101",1,1.93263,1,0.54054
"organicznego12",1,1.93263,1,0.54054
"orientacyjny",1,1.93263,1,0.54054
"organizo",1,1.93263,1,0.54054
"organizacyjnych24",1,1.93263,1,0.54054
"izbicki",1,1.93263,1,0.54054
"biało-czerwoną",1,1.93263,1,0.54054
"os.",1,1.93263,1,0.54054
"ormiański",1,1.93263,1,0.54054
"osiadły",1,1.93263,1,0.54054
"jakichś",1,1.93263,1,0.54054
"osobiste97",1,1.93263,1,0.54054
"osobe",1,1.93263,1,0.54054
"osobliwy",1,1.93263,1,0.54054
"jakościowe16",1,1.93263,1,0.54054
"перспективах",1,1.93263,1,0.54054
"управляющих",1,1.93263,1,0.54054
"janowicki",1,1.93263,1,0.54054
"jakościowych117",1,1.93263,1,0.54054
"dojrzały",1,1.93263,1,0.54054
"archiwalnych42",1,1.93263,1,0.54054
"archiwalnych32",1,1.93263,1,0.54054
"aktotwórczego",1,1.93263,1,0.54054
"administracyjno-gospodarcza",1,1.93263,1,0.54054
"acetylocelulozowych",1,1.93263,1,0.54054
"acetylocelulozowe",1,1.93263,1,0.54054
"absolwencki",1,1.93263,1,0.54054
